Billionaire_ID,Rank,Name,Net Worth,Age,Country,Source,Net_Worth_B,Industry_id
357,130,Jan Koum,$13.7 B,47,United States,WhatsApp,13.7,3
358,145,Laurene Powell Jobs & family,$12 B,59,United States,"Apple, Disney",12.0,3
359,148,Pavel Durov,$11.5 B,38,United Arab Emirates,Messaging app,11.5,3
360,159,Zhang Zhidong,$11 B,51,China,Internet media,11.0,3
361,171,Mike Cannon-Brookes,$10.2 B,43,Australia,Software,10.2,3
362,171,David Duffield,$10.2 B,82,United States,Business software,10.2,3
363,171,Eduardo Saverin,$10.2 B,41,Brazil,Facebook,10.2,3
364,179,Scott Farquhar,$10.1 B,43,Australia,Software,10.1,3
365,190,Lei Jun,$9.7 B,53,China,Smartphones,9.7,3
366,195,Rick Cohen & family,$9.6 B,70,United States,Warehouse automation,9.6,3
367,204,Wang Xing,$9.4 B,44,China,Food delivery,9.4,3
368,206,Brian Chesky,$9.3 B,41,United States,Airbnb,9.3,3
369,208,Azim Premji,$9.2 B,77,India,Software services,9.2,3
370,215,David Cheriton,$9 B,72,Canada,Google,9.0,3
371,223,John Doerr,$8.8 B,71,United States,Venture capital,8.8,3
372,223,Richard Liu,$8.8 B,49,China,E-commerce,8.8,3
373,223,Dustin Moskovitz,$8.8 B,38,United States,Facebook,8.8,3
374,223,Pierre Omidyar,$8.8 B,55,United States,"EBay, PayPal",8.8,3
375,232,Hasso Plattner & family,$8.6 B,79,Germany,Software,8.6,3
376,232,Andreas von Bechtolsheim & family,$8.6 B,67,Germany,Google,8.6,3
377,261,Nathan Blecharczyk,$8 B,39,United States,Airbnb,8.0,3
378,268,Jay Y. Lee,$7.9 B,54,South Korea,Samsung,7.9,3
379,276,Qi Shi & family,$7.8 B,53,China,Financial information,7.8,3
380,282,Robin Li,$7.7 B,54,China,Internet search,7.7,3
381,282,Henry Samueli,$7.7 B,68,United States,Semiconductors,7.7,3
382,290,Joe Gebbia,$7.6 B,41,United States,Airbnb,7.6,3
383,290,Joseph Tsai,$7.6 B,59,Canada,E-commerce,7.6,3
384,305,James Goodnight,$7.4 B,80,United States,Software,7.4,3
385,312,Wang Laichun,$7.3 B,55,Hong Kong,Electronics components,7.3,3
386,317,Terry Gou,$7.2 B,72,Taiwan,Electronics,7.2,3
387,325,Judy Faulkner,$7.1 B,79,United States,Healthcare software,7.1,3
388,332,Marc Benioff,$7 B,58,United States,Business software,7.0,3
389,332,Jack Dangermond,$7 B,77,United States,Mapping software,7.0,3
390,352,Gordon Moore,$6.8 B,94,United States,Intel,6.8,3
391,352,Wang Laisheng,$6.8 B,58,Hong Kong,Electronics components,6.8,3
392,365,David Sun,$6.7 B,71,United States,Computer hardware,6.7,3
393,365,John Tu,$6.7 B,81,United States,Computer hardware,6.7,3
394,383,"Henry Nicholas, III.",$6.6 B,63,United States,Semiconductors,6.6,3
395,390,Melinda French Gates,$6.5 B,58,United States,Microsoft,6.5,3
396,418,Zhou Qunfei,$6.1 B,53,Hong Kong,Smartphone screens,6.1,3
397,425,Jay Chaudhry,$6 B,63,United States,Security software,6.0,3
398,425,David Steward,$6 B,71,United States,IT provider,6.0,3
399,466,Pierre Chen,$5.5 B,66,Taiwan,Electronics,5.5,3
400,466,John Collison,$5.5 B,32,Ireland,Payments software,5.5,3
401,466,Patrick Collison,$5.5 B,34,Ireland,Payment software,5.5,3
402,466,Richard White,$5.5 B,68,Australia,Software,5.5,3
403,486,Leo Koguan,$5.4 B,68,United States,IT provider,5.4,3
404,511,Barry Lam,$5.2 B,73,Taiwan,Electronics,5.2,3
405,511,Charles Simonyi,$5.2 B,74,United States,Microsoft,5.2,3
406,523,Romesh T. Wadhwani,$5.1 B,75,United States,Software,5.1,3
407,534,Martin Haefner,$5 B,69,Switzerland,"Software, investments",5.0,3
408,534,Kim Beom-su,$5 B,57,South Korea,Online services,5.0,3
409,552,Dagmar Dolby & family,$4.9 B,81,United States,Dolby Laboratories,4.9,3
410,552,Marcos Galperin,$4.9 B,65,Argentina,E-commerce,4.9,3
411,567,Vinod Khosla,$4.8 B,68,United States,Venture capital,4.8,3
412,567,Thai Lee,$4.8 B,64,United States,IT provider,4.8,3
413,580,Jason Chang,$4.7 B,78,Singapore,Electronics,4.7,3
414,580,Hong Ra-hee,$4.7 B,77,South Korea,Samsung,4.7,3
415,591,Jack Dorsey,$4.6 B,46,United States,"Twitter, Square",4.6,3
416,611,Dietmar Hopp & family,$4.5 B,82,Germany,Software,4.5,3
417,611,Jiang Bin,$4.5 B,56,China,Acoustic components,4.5,3
418,611,Joseph Liemandt,$4.5 B,54,United States,Software,4.5,3
419,611,N.R. Narayana Murthy,$4.5 B,76,India,Software services,4.5,3
420,624,Margot Birmingham Perot,$4.4 B,89,United States,"Computer services, real estate",4.4,3
421,636,Frank Wang,$4.3 B,42,China,Drones,4.3,3
422,636,Wang Wenjing,$4.3 B,58,China,Business software,4.3,3
423,659,Min Kao & family,$4.2 B,74,United States,Navigation equipment,4.2,3
424,659,Eric Lefkofsky,$4.2 B,53,United States,"Groupon, investments",4.2,3
425,659,Lin Bin,$4.2 B,55,United States,Smartphones,4.2,3
426,659,Michael Moritz,$4.2 B,68,United States,Venture capital,4.2,3
427,659,Jeff Skoll,$4.2 B,58,United States,EBay,4.2,3
428,679,Scott Cook,$4.1 B,70,United States,Software,4.1,3
429,679,Ken Xie,$4.1 B,60,United States,Cybersecurity,4.1,3
430,699,Ben Chestnut,$4 B,48,United States,Email marketing,4.0,3
431,699,Travis Kalanick,$4 B,46,United States,Uber,4.0,3
432,699,Dan Kurzius,$4 B,51,United States,Email marketing,4.0,3
433,699,Tobi Lutke,$4 B,42,Canada,E-commerce,4.0,3
434,766,Huang Li,$3.7 B,59,China,Imaging systems,3.7,3
435,766,Jim Kavanaugh,$3.7 B,60,United States,IT provider,3.7,3
436,766,John Sall,$3.7 B,75,United States,Software,3.7,3
437,787,Masahiro Noda,$3.6 B,84,Japan,Software,3.6,3
438,787,Cliff Obrecht,$3.6 B,37,Australia,Software,3.6,3
439,787,Melanie Perkins,$3.6 B,35,Australia,Software,3.6,3
440,787,Zeng Fangqin,$3.6 B,57,Hong Kong,Smartphone components,3.6,3
441,818,Peter Gassner,$3.5 B,58,United States,Software,3.5,3
442,818,Thomas Siebel,$3.5 B,70,United States,Business software,3.5,3
443,818,Michael Xie,$3.5 B,54,United States,Cybersecurity,3.5,3
444,852,Bob Parsons,$3.4 B,72,United States,Web hosting,3.4,3
445,852,Yi Zheng,$3.4 B,52,China,Software,3.4,3
446,852,Eric Yuan & family,$3.4 B,53,United States,Zoom Video Communications,3.4,3
447,878,Fu Liquan & family,$3.3 B,55,China,Surveillance equipment,3.3,3
448,878,Gil Shwed,$3.3 B,54,Israel,Software,3.3,3
449,905,David Filo,$3.2 B,56,United States,Yahoo,3.2,3
450,905,Senapathy Gopalakrishnan,$3.2 B,67,India,Software services,3.2,3
451,905,Lee Boo-jin,$3.2 B,52,South Korea,Samsung,3.2,3
452,905,Harald Tschira,$3.2 B,48,Germany,Software,3.2,3
453,905,Udo Tschira,$3.2 B,53,Germany,Software,3.2,3
454,949,Reed Hastings,$3.1 B,62,United States,Netflix,3.1,3
455,982,Eva Maria Bucher-Haefner,$3 B,66,Switzerland,"Software, investments",3.0,3
456,982,Lin Xiucheng & family,$3 B,67,China,Electronics,3.0,3
457,1027,James Clark,$2.9 B,79,United States,"Netscape, investments",2.9,3
458,1027,Michael Federmann & family,$2.9 B,79,Israel,"Defense, hotels",2.9,3
459,1027,Lee Seo-hyun,$2.9 B,49,South Korea,Samsung,2.9,3
460,1027,Martin Lorentzon,$2.9 B,54,Sweden,Spotify,2.9,3
461,1027,Georg Nemetschek & family,$2.9 B,89,Germany,Software,2.9,3
462,1067,Garrett Camp,$2.8 B,44,Canada,Uber,2.8,3
463,1067,Sebastian Glaser,$2.8 B,65,Germany,Sensor technology,2.8,3
464,1067,Nandan Nilekani,$2.8 B,67,India,Software services,2.8,3
465,1067,Sean Parker,$2.8 B,43,United States,Facebook,2.8,3
466,1067,Meg Whitman,$2.8 B,66,United States,EBay,2.8,3
467,1104,Li Zhongchu,$2.7 B,59,China,Software,2.7,3
468,1104,Yuji Otsuka,$2.7 B,69,Japan,"Copy machines, software",2.7,3
469,1104,Jeff Rothschild,$2.7 B,68,United States,Facebook,2.7,3
470,1104,Raj Sardana,$2.7 B,63,United States,Technology services,2.7,3
471,1104,Evan Spiegel,$2.7 B,32,United States,Snapchat,2.7,3
472,1164,Mark Leonard & family,$2.6 B,66,Canada,Software,2.6,3
473,1164,Steven Sarowitz,$2.6 B,57,United States,Payroll software,2.6,3
474,1164,Zhao Lixin,$2.6 B,57,China,Electronics,2.6,3
475,1164,Hongyi Zhou,$2.6 B,52,China,Security software,2.6,3
476,1217,Sergey Dmitriev,$2.5 B,57,Cyprus,Software,2.5,3
477,1217,Serge Godin,$2.5 B,73,Canada,Information technology,2.5,3
478,1217,Bobby Murphy,$2.5 B,34,United States,Snapchat,2.5,3
479,1217,Qiu Minxiu,$2.5 B,77,China,Semiconductors,2.5,3
480,1272,Brian Acton,$2.4 B,51,United States,WhatsApp,2.4,3
481,1272,Arnout Schuijff,$2.4 B,55,Netherlands,Payments software,2.4,3
482,1272,Tsai Ming-kai,$2.4 B,72,Taiwan,Semiconductors,2.4,3
483,1272,Jerry Yang,$2.4 B,54,United States,Yahoo,2.4,3
484,1312,John Bicket,$2.3 B,43,United States,Sensor systems,2.3,3
485,1312,Sanjit Biswas,$2.3 B,41,United States,Sensor systems,2.3,3
486,1312,Morris Chang,$2.3 B,91,Taiwan,Semiconductors,2.3,3
487,1312,K. Dinesh,$2.3 B,68,India,Software services,2.3,3
488,1312,Daniel Ek,$2.3 B,40,Sweden,Spotify,2.3,3
489,1312,Long Jiang,$2.3 B,49,China,Manufacturing,2.3,3
490,1312,Bom Kim,$2.3 B,44,United States,Online retailing,2.3,3
491,1312,Tian Ming,$2.3 B,69,China,Measuring instruments,2.3,3
492,1312,Jayshree Ullal,$2.3 B,62,United States,Computer networking,2.3,3
493,1368,Aneel Bhusri,$2.2 B,57,United States,Business software,2.2,3
494,1368,Hans-Werner Hector,$2.2 B,83,Germany,SAP,2.2,3
495,1368,Max Lytvyn,$2.2 B,43,Canada,Software,2.2,3
496,1368,Qi Xiangdong,$2.2 B,52,China,Software,2.2,3
497,1368,Phillip T. (Terry) Ragon,$2.2 B,73,United States,Health IT,2.2,3
498,1368,Chad Richison,$2.2 B,52,United States,Payroll processing,2.2,3
499,1368,Alex Shevchenko,$2.2 B,43,Canada,Software,2.2,3
500,1368,Kavitark Ram Shriram,$2.2 B,66,United States,"Venture capital, Google",2.2,3
501,1368,William Stone,$2.2 B,67,United States,Software,2.2,3
502,1368,Tang Xiao'ou,$2.2 B,55,Hong Kong,Software,2.2,3
503,1368,Radha Vembu,$2.2 B,50,India,Business software,2.2,3
504,1434,Bruce Cheng,$2.1 B,86,Taiwan,Electronics,2.1,3
505,1434,Chi Yufeng,$2.1 B,52,China,Software,2.1,3
506,1434,Ralph Dommermuth,$2.1 B,59,Germany,Internet service provider,2.1,3
507,1434,Jared Isaacman,$2.1 B,40,United States,Payment processing,2.1,3
508,1434,Eugene Kaspersky,$2.1 B,57,Russia,Software,2.1,3
509,1434,Melissa Ma,$2.1 B,65,China,Internet search,2.1,3
510,1434,Mu Rongjun,$2.1 B,43,China,E-commerce,2.1,3
511,1434,Leonid Radvinsky,$2.1 B,40,United States,E-commerce,2.1,3
512,1434,Raveendran Byju,$2.1 B,41,India,Education technology,2.1,3
513,1516,Andrey Andreev,$2 B,49,United Kingdom,Online dating,2.0,3
514,1516,Pavel Baudis,$2 B,62,Czech Republic,Software,2.0,3
515,1516,Hu Yangzhong,$2 B,58,China,Technology,2.0,3
516,1516,Shlomo Kramer,$2 B,57,Israel,"Software, investments",2.0,3
517,1516,Martin Lau,$2 B,50,Hong Kong,E-commerce,2.0,3
518,1516,Li Min,$2 B,57,China,Semiconductor,2.0,3
519,1516,Liang Rubo,$2 B,40,China,TikTok,2.0,3
520,1516,Matthew Prince,$2 B,48,United States,Cybersecurity,2.0,3
521,1516,Otto Toto Sugiri,$2 B,69,Indonesia,Data centers,2.0,3
522,1516,Zhang Fan,$2 B,57,China,Touch screens,2.0,3
523,1516,Shilong Zhang & family,$2 B,57,China,Semiconductor,2.0,3
524,1516,Hongfei Zhao,$2 B,48,China,Software,2.0,3
525,1575,Chen Zhisong,$1.9 B,57,China,Communication equipment,1.9,3
526,1575,Reid Hoffman,$1.9 B,55,United States,LinkedIn,1.9,3
527,1575,Simon Nixon,$1.9 B,55,United Kingdom,Price comparison website,1.9,3
528,1575,Hua Shen,$1.9 B,60,United States,Semiconductors,1.9,3
529,1647,Cameron Adams,$1.8 B,43,Australia,Software,1.8,3
530,1647,Sanjeev Bikhchandani,$1.8 B,59,India,Internet,1.8,3
531,1647,Parker Conrad,$1.8 B,42,United States,Software,1.8,3
532,1647,Tim Cook,$1.8 B,62,United States,Apple,1.8,3
533,1647,Diao Zhizhong,$1.8 B,59,China,Software,1.8,3
534,1647,Valentin Kipyatkov,$1.8 B,46,Cyprus,Software,1.8,3
535,1647,George Kurtz,$1.8 B,52,United States,Security software,1.8,3
536,1647,Joe Lau,$1.8 B,33,United States,"Blockchain, technology",1.8,3
537,1647,Robert G. Miller,$1.8 B,77,Canada,Electronics components,1.8,3
538,1647,Adriaan Mol,$1.8 B,39,Netherlands,Fintech,1.8,3
539,1647,Benjamin Zhengmin Pan & family,$1.8 B,53,China,Electronics,1.8,3
540,1647,Olivier Pomel,$1.8 B,46,France,Cloud computing,1.8,3
541,1647,Karin Schick,$1.8 B,65,Germany,Information technology,1.8,3
542,1647,S.D. Shibulal,$1.8 B,68,India,Software services,1.8,3
543,1647,Alan Trefler,$1.8 B,67,United States,Software,1.8,3
544,1647,Pieter van der Does,$1.8 B,53,Netherlands,Payments software,1.8,3
545,1647,Nikil Viswanathan,$1.8 B,35,United States,Blockchain technology,1.8,3
546,1647,Evan Williams,$1.8 B,51,United States,Twitter,1.8,3
547,1725,Jim Breyer,$1.7 B,61,United States,Venture capital,1.7,3
548,1725,He Zhaoxi,$1.7 B,49,China,Software,1.7,3
549,1725,Alexis Lê-Quôc,$1.7 B,48,United States,Cloud computing,1.7,3
550,1725,Lu Di,$1.7 B,65,China,Drones,1.7,3
551,1725,Palmer Luckey,$1.7 B,30,United States,Virtual reality,1.7,3
552,1725,Yusaku Maezawa,$1.7 B,47,Japan,Online retail,1.7,3
553,1725,Wang Minwen,$1.7 B,59,China,Semiconductor,1.7,3
554,1725,David Zalik,$1.7 B,49,United States,Financial technology,1.7,3
555,1804,Cai Huabo,$1.6 B,47,China,Electronics,1.6,3
556,1804,Chen Tianshi,$1.6 B,38,China,Semiconductors,1.6,3
557,1804,Chey Tae-won,$1.6 B,62,South Korea,"Oil, semiconductor",1.6,3
558,1804,Daniel Dines,$1.6 B,51,Romania,Software,1.6,3
559,1804,Li Weiwei,$1.6 B,46,China,Online games,1.6,3
560,1804,Liang Qin & family,$1.6 B,51,China,Semiconductor devices,1.6,3
561,1804,Jim McKelvey,$1.6 B,57,United States,Mobile payments,1.6,3
562,1804,Ryan Smith,$1.6 B,44,United States,Cloud computing,1.6,3
563,1804,Sekar Vembu,$1.6 B,51,India,Business software,1.6,3
564,1804,Scott Watterson,$1.6 B,67,United States,Fitness equipment,1.6,3
565,1804,Anthony Wood,$1.6 B,57,United States,Roku,1.6,3
566,1804,Zhongyi Wu,$1.6 B,49,China,electronics,1.6,3
567,1804,Xue Xiangdong & family,$1.6 B,64,China,Software,1.6,3
568,1804,Steven Meng Yang & family,$1.6 B,40,China,Electronics,1.6,3
569,1804,Zeng Kaitian,$1.6 B,48,China,Online games,1.6,3
570,1905,Safra Catz,$1.5 B,61,United States,Software,1.5,3
571,1905,Bharat Desai,$1.5 B,70,United States,IT consulting,1.5,3
572,1905,Patrick Hanrahan,$1.5 B,67,United States,Software,1.5,3
573,1905,Archie Hwang,$1.5 B,70,Taiwan,Semiconductors,1.5,3
574,1905,Scott Lin,$1.5 B,90,Taiwan,Optical components,1.5,3
575,1905,John Ocampo,$1.5 B,63,United States,Semiconductors,1.5,3
576,1905,Sheryl Sandberg,$1.5 B,53,United States,Facebook,1.5,3
577,1905,Frank Slootman,$1.5 B,64,United States,Software,1.5,3
578,1905,Kevin Systrom,$1.5 B,39,United States,Instagram,1.5,3
579,1905,Tang Rui,$1.5 B,65,China,Semiconductors,1.5,3
580,1905,Xiong Wu,$1.5 B,47,China,Software,1.5,3
581,1905,Xu Zhihan,$1.5 B,50,China,Electronics,1.5,3
582,2020,Binny Bansal,$1.4 B,40,India,Flipkart,1.4,3
583,2020,Steve Case,$1.4 B,64,United States,AOL,1.4,3
584,2020,Chen Wenyuan & family,$1.4 B,55,China,Testing equipment,1.4,3
585,2020,Ali Ghodsi,$1.4 B,44,Sweden,Data analytics,1.4,3
586,2020,Drew Houston,$1.4 B,40,United States,Cloud storage service,1.4,3
587,2020,K.C. Liu,$1.4 B,69,Taiwan,Manufacturing,1.4,3
588,2020,Mao Lixiang & family,$1.4 B,82,China,Cooking appliances,1.4,3
589,2020,Marius Nacht,$1.4 B,57,Israel,Software,1.4,3
590,2020,Jared Smith,$1.4 B,48,United States,Cloud computing,1.4,3
591,2020,Jianyi Wang,$1.4 B,60,China,Fiber optic cables,1.4,3
592,2020,Swift Xie,$1.4 B,43,China,Drones,1.4,3
593,2133,Stewart Butterfield,$1.3 B,50,Canada,Messaging software,1.3,3
594,2133,Cai Mingtong,$1.3 B,71,China,Electronic components,1.3,3
595,2133,Anthony Casalena,$1.3 B,40,United States,Software,1.3,3
596,2133,Anand Deshpande,$1.3 B,60,India,Technology,1.3,3
597,2133,Laurent Junique,$1.3 B,57,France,Call centers,1.3,3
598,2133,Alexander Karp,$1.3 B,55,United States,Software firm,1.3,3
599,2133,Kagemasa Kozuki,$1.3 B,82,Japan,Video games,1.3,3
600,2133,Michael Krasny,$1.3 B,69,United States,Retail,1.3,3
601,2133,Eduard Kucera,$1.3 B,70,Czech Republic,Software,1.3,3
602,2133,Lee Hae-jin,$1.3 B,55,South Korea,Internet,1.3,3
603,2133,James Scapa,$1.3 B,66,United States,Software,1.3,3
604,2133,Wei Lidong & family,$1.3 B,47,China,Software,1.3,3
605,2133,Xu Shaochun,$1.3 B,60,China,Software,1.3,3
606,2133,Yan Jane & family,$1.3 B,53,China,Software,1.3,3
607,2259,Tope Awotona,$1.2 B,41,United States,Software,1.2,3
608,2259,Anthony Hall,$1.2 B,67,Australia,Technology,1.2,3
609,2259,Orion Hindawi,$1.2 B,43,United States,Software,1.2,3
610,2259,Sam Hupert,$1.2 B,68,Australia,Technology,1.2,3
611,2259,Lee Su-jin,$1.2 B,45,South Korea,Hospitality,1.2,3
612,2259,Frederic Luddy,$1.2 B,68,United States,Software,1.2,3
613,2259,Jeffrey Michael & family,$1.2 B,66,United States,Data management,1.2,3
614,2259,Jonathan Oringer,$1.2 B,48,United States,Stock photos,1.2,3
615,2259,Mark Pincus,$1.2 B,57,United States,Online games,1.2,3
616,2259,Eric Ya Shen,$1.2 B,52,China,Online apparel retail,1.2,3
617,2259,Sytse 'Sid' Sijbrandij,$1.2 B,43,Netherlands,Software,1.2,3
618,2259,Mike Speiser,$1.2 B,52,United States,Software,1.2,3
619,2259,Ion Stoica,$1.2 B,58,Romania,Data analytics,1.2,3
620,2259,Matei Zaharia,$1.2 B,37,Romania,Data analytics,1.2,3
621,2259,Zhang Xuezheng,$1.2 B,47,China,Telecom,1.2,3
622,2405,Ryan Breslow,$1.1 B,28,United States,E-commerce software,1.1,3
623,2405,Marina Budiman,$1.1 B,61,Indonesia,Data centers,1.1,3
624,2405,Chang Jing,$1.1 B,40,China,Technology,1.1,3
625,2405,Tony Chen,$1.1 B,73,Taiwan,Electronics,1.1,3
626,2405,Cho Jyh-jer,$1.1 B,65,Taiwan,Semiconductors,1.1,3
627,2405,Weili Dai,$1.1 B,61,United States,Semiconductors,1.1,3
628,2405,David Hindawi,$1.1 B,78,United States,Software,1.1,3
629,2405,Huang Shan,$1.1 B,52,China,Software,1.1,3
630,2405,Huang Xiaofen & family,$1.1 B,61,China,Printed circuit boards,1.1,3
631,2405,Koo Bon-sik,$1.1 B,64,South Korea,LG,1.1,3
632,2405,Soichiro Minami,$1.1 B,46,Japan,Internet and software,1.1,3
633,2405,Paul Sciarra,$1.1 B,42,United States,Pinterest,1.1,3
634,2405,Sun Hongjun,$1.1 B,49,China,Semiconductors,1.1,3
635,2405,Sehat Sutardja,$1.1 B,61,United States,Semiconductors,1.1,3
636,2405,Arkady Volozh,$1.1 B,59,Russia,Search engine,1.1,3
637,2405,Ye Qiongjiu,$1.1 B,68,China,Software,1.1,3
638,2405,Zhu Yiming,$1.1 B,50,China,Semiconductors,1.1,3
639,2540,Tianqiao Chen,$1 B,49,China,Online games,1.0,3
640,2540,Benoit Dageville,$1 B,56,United States,Software,1.0,3
641,2540,Du Yulin & family,$1 B,50,China,Software,1.0,3
642,2540,Hong Feng,$1 B,46,China,Smartphones,1.0,3
643,2540,Danilo Iervolino,$1 B,45,Italy,Online universities,1.0,3
644,2540,Morris Kahn,$1 B,93,Israel,Software,1.0,3
645,2540,Brad Keywell,$1 B,53,United States,"Software, investments",1.0,3
646,2540,Li Wanqiang,$1 B,45,China,Smartphones,1.0,3
647,2540,Lu Yonghua & family,$1 B,59,China,Electronics,1.0,3
648,2540,Apoorva Mehta,$1 B,36,Canada,Grocery delivery service,1.0,3
649,2540,Neerja Sethi,$1 B,68,United States,"IT consulting, outsourcing",1.0,3
650,2540,Scott Smith,$1 B,73,United States,Cloud computing,1.0,3
651,2540,Shigefumi Wada,$1 B,70,Japan,Software,1.0,3
652,5,Warren Buffett,$106 B,92,United States,Berkshire Hathaway,106.0,4
653,35,Ken Griffin,$35 B,54,United States,Hedge funds,35.0,4
654,48,Jeff Yass,$28.5 B,64,United States,"Trading, investments",28.5,4
655,49,Jim Simons,$28.1 B,84,United States,Hedge funds,28.1,4
656,50,Stephen Schwarzman,$27.8 B,76,United States,Investments,27.8,4
657,57,Thomas Peterffy,$25.3 B,78,United States,Discount brokerage,25.3,4
658,61,R. Budi Hartono,$24.2 B,82,Indonesia,"Banking, tobacco",24.2,4
659,72,Abigail Johnson,$21.6 B,61,United States,Fidelity,21.6,4
660,83,Ray Dalio,$19.1 B,73,United States,Hedge funds,19.1,4
661,89,David Tepper,$18.5 B,65,United States,Hedge funds,18.5,4
662,92,Daniel Gilbert,$18 B,61,United States,Quicken Loans,18.0,4
663,94,Steve Cohen,$17.5 B,66,United States,Hedge funds,17.5,4
664,94,Carl Icahn,$17.5 B,87,United States,Investments,17.5,4
665,100,Vicky Safra & family,$16.7 B,70,Brazil,Banking,16.7,4
666,101,Renata Kellnerova & family,$16.5 B,55,Czech Republic,"Finance, telecommunications",16.5,4
667,106,Michael Platt,$16 B,55,United Kingdom,Hedge funds,16.0,4
668,138,Uday Kotak,$12.9 B,64,India,Banking,12.9,4
669,153,Israel Englander,$11.3 B,74,United States,Hedge funds,11.3,4
670,153,Mikhail Prokhorov,$11.3 B,57,Russia,Investments,11.3,4
671,159,Gong Hongjia & family,$11 B,58,Hong Kong,Video surveillance,11.0,4
672,161,Philip Anschutz,$10.9 B,83,United States,"Energy, sports, entertainment",10.9,4
673,167,Suleiman Kerimov & family,$10.5 B,57,Russia,Gold,10.5,4
674,167,Changpeng Zhao,$10.5 B,45,Canada,Cryptocurrency exchange,10.5,4
675,170,Andrew Beal,$10.3 B,70,United States,"Banks, real estate",10.3,4
676,184,Melker Schorling & family,$9.8 B,75,Sweden,Investments,9.8,4
677,190,Michael Kim,$9.7 B,59,United States,Private equity,9.7,4
678,202,Vincent Bolloré & family,$9.5 B,71,France,Investments,9.5,4
679,208,Charles Schwab,$9.2 B,85,United States,Discount brokerage,9.2,4
680,232,Leon Black,$8.6 B,71,United States,Private equity,8.6,4
681,232,Graeme Hart,$8.6 B,67,New Zealand,Investments,8.6,4
682,239,"Chase Coleman, III.",$8.5 B,47,United States,Investments,8.5,4
683,246,Francine von Finck & family,$8.3 B,65,Germany,Investments,8.3,4
684,249,George Roberts,$8.2 B,79,United States,Private equity,8.2,4
685,261,Patrick Ryan,$8 B,85,United States,Insurance,8.0,4
686,261,Robert F. Smith,$8 B,60,United States,Private equity,8.0,4
687,261,Eric Wittouck,$8 B,76,Belgium,Investments,8.0,4
688,268,Orlando Bravo,$7.9 B,52,United States,Private equity,7.9,4
689,268,Ramzi Musallam,$7.9 B,54,United States,Private equity,7.9,4
690,268,David Shaw,$7.9 B,72,United States,Hedge funds,7.9,4
691,299,"Paul Tudor Jones, II.",$7.5 B,68,United States,Hedge funds,7.5,4
692,299,Henry Kravis,$7.5 B,79,United States,Private equity,7.5,4
693,317,Arthur Dantchik,$7.2 B,65,United States,"Trading, investments",7.2,4
694,317,Don Hankey,$7.2 B,79,United States,Auto loans,7.2,4
695,317,Guillaume Pousaz,$7.2 B,41,Switzerland,Fintech,7.2,4
696,325,Wee Cho Yaw,$7.1 B,94,Singapore,Banking,7.1,4
697,344,Philippe Laffont,$6.9 B,55,United States,Hedge fund,6.9,4
698,352,"Edward Johnson, IV.",$6.8 B,58,United States,Fidelity,6.8,4
699,352,Yuri Milner,$6.8 B,61,Israel,Tech investments,6.8,4
700,352,John Overdeck,$6.8 B,53,United States,Hedge funds,6.8,4
701,352,David Siegel,$6.8 B,61,United States,Hedge funds,6.8,4
702,365,Ken Fisher,$6.7 B,72,United States,Money management,6.7,4
703,365,Christopher Hohn,$6.7 B,56,United Kingdom,Hedge funds,6.7,4
704,365,George Soros,$6.7 B,92,United States,Hedge funds,6.7,4
705,383,Bruce Kovner,$6.6 B,78,United States,Hedge funds,6.6,4
706,383,Nadia Thiele,$6.6 B,47,Germany,Investments,6.6,4
707,390,David Bonderman,$6.5 B,80,United States,Private equity,6.5,4
708,397,Carl Bennet,$6.4 B,71,Sweden,Investments,6.4,4
709,397,Stanley Druckenmiller,$6.4 B,69,United States,Hedge funds,6.4,4
710,397,Luis Carlos Sarmiento,$6.4 B,90,Colombia,Banking,6.4,4
711,405,John Grayken,$6.3 B,66,Ireland,Private equity,6.3,4
712,411,Michal Solowow,$6.2 B,60,Poland,Investments,6.2,4
713,418,Tom Gores,$6.1 B,58,United States,Private equity,6.1,4
714,425,Joe Lewis,$6 B,86,United Kingdom,Investments,6.0,4
715,425,Frank Lowy,$6 B,92,Australia,Investments,6.0,4
716,425,Michael Milken,$6 B,76,United States,Investments,6.0,4
717,437,Andreas Halvorsen,$5.9 B,61,Norway,Hedge funds,5.9,4
718,437,Antony Ressler,$5.9 B,62,United States,Finance,5.9,4
719,442,Josh Harris,$5.8 B,58,United States,Private equity,5.8,4
720,445,Daniel Ziff,$5.7 B,51,United States,Investments,5.7,4
721,445,Dirk Ziff,$5.7 B,59,United States,Investments,5.7,4
722,445,Robert Ziff,$5.7 B,56,United States,Investments,5.7,4
723,455,Ken Langone,$5.6 B,87,United States,Investments,5.6,4
724,455,Karen Pritzker,$5.6 B,65,United States,"Hotels, investments",5.6,4
725,466,Ludwig Merckle,$5.5 B,58,Germany,Pharmaceuticals,5.5,4
726,466,Jean Salata,$5.5 B,57,Chile,Finance,5.5,4
727,466,Paul Singer,$5.5 B,78,United States,Hedge funds,5.5,4
728,486,Mat Ishbia,$5.4 B,43,United States,Mortgage lender,5.4,4
729,497,Todd Boehly,$5.3 B,49,United States,Finance,5.3,4
730,497,Elizabeth Johnson,$5.3 B,59,United States,Fidelity,5.3,4
731,497,Douglas Leone,$5.3 B,65,United States,Venture capital,5.3,4
732,497,Thomas Pritzker,$5.3 B,72,United States,"Hotels, investments",5.3,4
