"Rank","Name","Net Worth","Age","Country | Territory","Source","Industry"
"352","David Siegel","$6.8 B","61","United States","Hedge funds","Finance & Investments"
"352","Viktor Vekselberg","$6.8 B","65","Russia","Metals, investments","Diversified"
"352","Wang Laisheng","$6.8 B","58","Hong Kong","Electronics components","Technology"
"352","Randa Duncan Williams","$6.8 B","61","United States","Pipelines","Energy"
"365","Ken Fisher","$6.7 B","72","United States","Money management","Finance & Investments"
"365","Christopher Hohn","$6.7 B","56","United Kingdom","Hedge funds","Finance & Investments"
"365","Kjeld Kirk Kristiansen","$6.7 B","75","Denmark","Lego","Manufacturing"
"365","Sofie Kirk Kristiansen","$6.7 B","47","Denmark","Lego","Manufacturing"
"365","Thomas Kirk Kristiansen","$6.7 B","44","Denmark","Lego","Manufacturing"
"365","Massimiliana Landini Aleotti & family","$6.7 B","80","Italy","Pharmaceuticals","Healthcare"
"365","Li Ping","$6.7 B","55","Hong Kong","Batteries","Automotive"
"365","Lin Jianhua","$6.7 B","60","China","Solar panel components","Manufacturing"
"365","Magdalena Martullo-Blocher","$6.7 B","54","Switzerland","Chemicals","Manufacturing"
"365","Xavier Niel","$6.7 B","55","France","Internet, telecom","Telecom"
"365","Terrence Pegula","$6.7 B","72","United States","Natural gas","Energy"
"365","Edward Roski, Jr.","$6.7 B","84","United States","Real estate","Real Estate"
"365","John A. Sobrato & family","$6.7 B","83","United States","Real estate","Real Estate"
"365","George Soros","$6.7 B","92","United States","Hedge funds","Finance & Investments"
"365","David Sun","$6.7 B","71","United States","Computer hardware","Technology"
"365","Agnete Kirk Thinggaard","$6.7 B","39","Denmark","Lego","Manufacturing"
"365","John Tu","$6.7 B","81","United States","Computer hardware","Technology"
"365","Xu Shihui","$6.7 B","65","China","Snacks, beverages","Food & Beverage"
"383","Rahel Blocher","$6.6 B","47","Switzerland","Chemicals","Manufacturing"
"383","Bubba Cathy","$6.6 B","68","United States","Chick-fil-A","Food & Beverage"
"383","Dan Cathy","$6.6 B","70","United States","Chick-fil-A","Food & Beverage"
"383","Trudy Cathy White","$6.6 B","67","United States","Chick-fil-A","Food & Beverage"
"383","Bruce Kovner","$6.6 B","78","United States","Hedge funds","Finance & Investments"
"383","Henry Nicholas, III.","$6.6 B","63","United States","Semiconductors","Technology"
"383","Nadia Thiele","$6.6 B","47","Germany","Investments","Finance & Investments"
"390","David Bonderman","$6.5 B","80","United States","Private equity","Finance & Investments"
"390","Melinda French Gates","$6.5 B","58","United States","Microsoft","Technology"
"390","Nathan Kirsh","$6.5 B","91","Eswatini (Swaziland)","Retail, real estate","Fashion & Retail"
"390","Annette Lerner & family","$6.5 B","93","United States","Real estate","Real Estate"
"390","David Reuben","$6.5 B","84","United Kingdom","Investments, real estate","Real Estate"
"390","Simon Reuben","$6.5 B","81","United Kingdom","Real estate, investments","Diversified"
"390","Radovan Vitek","$6.5 B","51","Czech Republic","Real estate","Real Estate"
"397","Carl Bennet","$6.4 B","71","Sweden","Investments","Finance & Investments"
"397","Stephen Bisciotti","$6.4 B","62","United States","Staffing, Baltimore Ravens","Sports"
"397","Stanley Druckenmiller","$6.4 B","69","United States","Hedge funds","Finance & Investments"
"397","Jian Jun","$6.4 B","59","China","Biomedical products","Healthcare"
"397","Alexei Kuzmichev","$6.4 B","60","Russia","Oil, banking, telecom","Energy"
"397","Dmitry Rybolovlev & family","$6.4 B","56","Russia","Fertilizer","Manufacturing"
"397","Luis Carlos Sarmiento","$6.4 B","90","Colombia","Banking","Finance & Investments"
"397","Dennis Washington","$6.4 B","88","United States","Construction, mining","Logistics"
"405","Anthony Bamford & family","$6.3 B","77","United Kingdom","Construction equipment","Construction & Engineering"
"405","Gao Jifan & family","$6.3 B","58","China","Solar equipment","Energy"
"405","John Grayken","$6.3 B","66","Ireland","Private equity","Finance & Investments"
"405","Alain Merieux & family","$6.3 B","85","France","Pharmaceuticals","Healthcare"
"405","Wang Yusuo & family","$6.3 B","59","China","Natural gas distribution","Energy"
"405","Stef Wertheimer & family","$6.3 B","96","Israel","Metalworking tools","Manufacturing"
"411","Maria Asuncion Aramburuzabala & family","$6.2 B","59","Mexico","Beer, investments","Food & Beverage"
"411","Gustaf Douglas","$6.2 B","85","Sweden","Investments","Diversified"
"411","Frits Goldschmeding","$6.2 B","89","Netherlands","Temp agency","Service"
"411","Lin Muqin & family","$6.2 B","59","China","Beverages","Food & Beverage"
"411","Ruan Liping","$6.2 B","58","Hong Kong","Power strips","Manufacturing"
"411","Ruan Xueping","$6.2 B","51","Hong Kong","Power strip","Manufacturing"
"411","Michal Solowow","$6.2 B","60","Poland","Investments","Finance & Investments"
"418","Mike Adenuga","$6.1 B","69","Nigeria","Telecom, oil","Diversified"
"418","Tom Gores","$6.1 B","58","United States","Private equity","Finance & Investments"
"418","Michael Herz","$6.1 B","79","Germany","Coffee","Fashion & Retail"
"418","Wolfgang Herz","$6.1 B","72","Germany","Coffee","Fashion & Retail"
"418","Michael Kadoorie","$6.1 B","81","Hong Kong","Hotels, energy","Energy"
"418","Sunil Mittal","$6.1 B","65","India","Telecom","Telecom"
"418","Zhou Qunfei","$6.1 B","53","Hong Kong","Smartphone screens","Technology"
"425","Alexander Abramov","$6 B","64","Russia","Steel, mining","Metals & Mining"
"425","Rene Benko","$6 B","46","Austria","Real estate, retail","Real Estate"
"425","Neil Bluhm","$6 B","85","United States","Real estate","Real Estate"
"425","Alain Bouchard","$6 B","74","Canada","Convinience stores","Fashion & Retail"
"425","Jay Chaudhry","$6 B","63","United States","Security software","Technology"
"425","Gopikishan Damani","$6 B","65","India","Retail, investments","Fashion & Retail"
"425","Sumet Jiaravanon","$6 B","88","Thailand","Diversified","Diversified"
"425","Joe Lewis","$6 B","86","United Kingdom","Investments","Finance & Investments"
"425","Frank Lowy","$6 B","92","Australia","Investments","Finance & Investments"
"425","Michael Milken","$6 B","76","United States","Investments","Finance & Investments"
"425","David Steward","$6 B","71","United States","IT provider","Technology"
"425","Les Wexner & family","$6 B","85","United States","Retail","Fashion & Retail"
"437","Cai Kui","$5.9 B","60","China","Real estate","Real Estate"
"437","Jaran Chiaravanont","$5.9 B","93","Thailand","Diversified","Diversified"
"437","Andreas Halvorsen","$5.9 B","61","Norway","Hedge funds","Finance & Investments"
"437","Antony Ressler","$5.9 B","62","United States","Finance","Finance & Investments"
"437","Tsai Eng-meng","$5.9 B","66","Taiwan","Food, beverages","Food & Beverage"
"442","Josh Harris","$5.8 B","58","United States","Private equity","Finance & Investments"
"442","Niels Peter Louis-Hansen","$5.8 B","75","Denmark","Medical devices","Healthcare"
"442","Patrick Soon-Shiong","$5.8 B","70","United States","Pharmaceuticals","Healthcare"
"445","Rinat Akhmetov","$5.7 B","56","Ukraine","Steel, coal","Metals & Mining"
"445","John Brown","$5.7 B","88","United States","Medical equipment","Healthcare"
"445","Clive Calder","$5.7 B","76","United Kingdom","Record label","Media & Entertainment"
"445","Arthur Irving","$5.7 B","93","Canada","Oil","Energy"
"445","Fredrik Lundberg","$5.7 B","71","Sweden","Real estate, investments","Real Estate"
"445","Thomas Schmidheiny","$5.7 B","77","Switzerland","Cement","Construction & Engineering"
"445","Helmut Sohmen","$5.7 B","83","Austria","Shipping","Logistics"
"445","Daniel Ziff","$5.7 B","51","United States","Investments","Finance & Investments"
"445","Dirk Ziff","$5.7 B","59","United States","Investments","Finance & Investments"
"445","Robert Ziff","$5.7 B","56","United States","Investments","Finance & Investments"
"455","Maria Angelicoussis","$5.6 B","41","Greece","Shipping","Logistics"
"455","Ray Lee Hunt","$5.6 B","79","United States","Oil, real estate","Energy"
"455","Lai Meisong","$5.6 B","52","China","Package delivery","Logistics"
"455","Vikram Lal & family","$5.6 B","81","India","Motorcycles","Automotive"
"455","Ken Langone","$5.6 B","87","United States","Investments","Finance & Investments"
"455","Li Ge","$5.6 B","56","United States","Pharmaceutical ingredients","Healthcare"
"455","Karen Pritzker","$5.6 B","65","United States","Hotels, investments","Finance & Investments"
"455","Robert Rowling","$5.6 B","69","United States","Hotels, investments","Service"
"455","Teddy Sagi","$5.6 B","51","Israel","Gambling software","Gambling & Casinos"
"455","Seo Jung-jin","$5.6 B","65","South Korea","Biotech","Healthcare"
"455","Wu Jianshu","$5.6 B","59","Hong Kong","Auto parts","Automotive"
"466","Micky Arison","$5.5 B","73","United States","Carnival Cruises","Service"
"466","James Chambers","$5.5 B","65","United States","Media, automotive","Media & Entertainment"
"466","Pierre Chen","$5.5 B","66","Taiwan","Electronics","Technology"
"466","John Collison","$5.5 B","32","Ireland","Payments software","Technology"
"466","Patrick Collison","$5.5 B","34","Ireland","Payment software","Technology"
"466","Archie Aldis Emmerson & family","$5.5 B","93","United States","Timberland, lumber mills","Manufacturing"
"466","Piero Ferrari","$5.5 B","77","Italy","Automobiles","Automotive"
"466","Dan Friedkin","$5.5 B","58","United States","Toyota dealerships","Automotive"
"466","James Irving","$5.5 B","95","Canada","Diversified","Diversified"
"466","Jiang Weiping & family","$5.5 B","68","China","Chemicals","Manufacturing"
"466","Wolfgang Marguerre & family","$5.5 B","81","Germany","Pharmaceuticals","Healthcare"
"466","Ludwig Merckle","$5.5 B","58","Germany","Pharmaceuticals","Finance & Investments"
"466","Mitchell Rales","$5.5 B","66","United States","Manufacturing, investments","Manufacturing"
"466","Katharine Rayner","$5.5 B","78","United States","Media, automotive","Media & Entertainment"
"466","Jean Salata","$5.5 B","57","Chile","Finance","Finance & Investments"
"466","Paul Singer","$5.5 B","78","United States","Hedge funds","Finance & Investments"
"466","Sergio Stevanato & family","$5.5 B","80","Italy","Medical packaging","Healthcare"
"466","Margaretta Taylor","$5.5 B","80","United States","Media, automotive","Media & Entertainment"
"466","Richard White","$5.5 B","68","Australia","Software","Technology"
"466","Zhao Yan","$5.5 B","56","China","Biotech","Diversified"
"486","Patrizio Bertelli","$5.4 B","77","Italy","Luxury goods","Fashion & Retail"
"486","Mahendra Choksi & family","$5.4 B","81","India","Paints","Manufacturing"
"486","Mat Ishbia","$5.4 B","43","United States","Mortgage lender","Finance & Investments"
"486","Leo Koguan","$5.4 B","68","United States","IT provider","Technology"
"486","Miao Hangen","$5.4 B","58","China","Textiles, petrochemicals","Diversified"
"486","Michael Pieper","$5.4 B","77","Switzerland","Kitchen appliances","Manufacturing"
"486","Miuccia Prada","$5.4 B","73","Italy","Luxury goods","Fashion & Retail"
"486","Wolfgang Reimann","$5.4 B","70","Germany","Consumer goods","Fashion & Retail"
"486","Matthias Reimann-Andersen","$5.4 B","58","Germany","Consumer goods","Fashion & Retail"
"486","Stefan Reimann-Andersen","$5.4 B","59","Germany","Consumer goods","Fashion & Retail"
"486","Renate Reimann-Haas","$5.4 B","71","Germany","Consumer goods","Fashion & Retail"
"497","Todd Boehly","$5.3 B","49","United States","Finance","Finance & Investments"
"497","Rick Caruso","$5.3 B","64","United States","Real estate","Real Estate"
"497","Ibrahim Erdemoglu","$5.3 B","60","Turkey","Carpet","Manufacturing"
"497","Elizabeth Johnson","$5.3 B","59","United States","Fidelity","Finance & Investments"
"497","Douglas Leone","$5.3 B","65","United States","Venture capital","Finance & Investments"
"497","Prajogo Pangestu","$5.3 B","78","Indonesia","Petrochemicals, energy","Diversified"
"497","Thomas Pritzker","$5.3 B","72","United States","Hotels, investments","Finance & Investments"
"497","Lynda Resnick","$5.3 B","80","United States","Agriculture","Food & Beverage"
"497","Stewart Resnick","$5.3 B","86","United States","Agriculture","Food & Beverage"
"497","Gary Rollins","$5.3 B","78","United States","Pest control","Service"
"497","Mark Walter","$5.3 B","62","United States","Finance, asset management","Finance & Investments"
"497","Ronald Wanek","$5.3 B","81","United States","Furniture","Manufacturing"
"497","Erich Wesjohann & family","$5.3 B","77","Germany","Poultry genetics","Food & Beverage"
"497","M.A. Yusuff Ali","$5.3 B","67","India","Retail","Fashion & Retail"
"511","Alexandre Behring","$5.2 B","56","Brazil","Investments","Finance & Investments"
"511","Cheng Xue","$5.2 B","53","China","Soy sauce","Food & Beverage"
"511","Robert Faith","$5.2 B","59","United States","Real estate management","Real Estate"
"511","Gao Dekang & family","$5.2 B","71","China","Apparel","Fashion & Retail"
"511","Micky Jagtiani","$5.2 B","71","India","Retail","Fashion & Retail"
"511","Ananda Krishnan","$5.2 B","85","Malaysia","Telecoms, media, oil-services","Telecom"
"511","Barry Lam","$5.2 B","73","Taiwan","Electronics","Technology"
"511","Robert Rich, Jr.","$5.2 B","82","United States","Frozen foods","Food & Beverage"
"511","Mark Scheinberg","$5.2 B","49","Canada","Online gambling","Gambling & Casinos"
"511","Charles Simonyi","$5.2 B","74","United States","Microsoft","Technology"
"511","Ty Warner","$5.2 B","78","United States","Plush toys, real estate","Real Estate"
"511","Sam Zell","$5.2 B","81","United States","Real estate, private equity","Real Estate"
"523","Fang Wei","$5.1 B","49","China","Steel","Manufacturing"
"523","Rekha Jhunjhunwala","$5.1 B","59","India","Investments","Finance & Investments"
"523","Charles B. Johnson","$5.1 B","90","United States","Franklin Templeton","Finance & Investments"
"523","Kwon Hyuk-bin","$5.1 B","49","South Korea","Online games","Media & Entertainment"
"523","Sami Mnaymneh","$5.1 B","61","United States","Private equity","Finance & Investments"
"523","Kjell Inge Rokke","$5.1 B","64","Norway","Shipping, seafood","Logistics"
"523","Tony Tamer","$5.1 B","65","United States","Private equity","Finance & Investments"
"523","Tse Ping & family","$5.1 B","71","China","Pharmaceuticals","Healthcare"
"523","Romesh T. Wadhwani","$5.1 B","75","United States","Software","Technology"
"523","Hansjoerg Wyss","$5.1 B","88","Switzerland","Medical devices","Healthcare"
"523","Denise York & family","$5.1 B","72","United States","San Francisco 49ers","Sports"
"534","Ron Baron","$5 B","79","United States","Money management","Finance & Investments"
"534","Robert Bass","$5 B","75","United States","Oil, investments","Energy"
"534","Dona Bertarelli","$5 B","55","Switzerland","Biotech and investments","Healthcare"
"534","Alexander Gerko","$5 B","43","United Kingdom","Trading","Finance & Investments"
"534","Martin Haefner","$5 B","69","Switzerland","Software, investments","Technology"
"534","Robert Hale, Jr.","$5 B","56","United States","Telecom","Telecom"
"534","Viktor Kharitonin","$5 B","50","Russia","Pharmaceuticals","Healthcare"
"534","Kim Beom-su","$5 B","57","South Korea","Online services","Technology"
"534","Jane Lauder","$5 B","50","United States","Estée Lauder","Fashion & Retail"
"534","Michel Leclercq & family","$5 B","83","France","Sporting goods","Fashion & Retail"
"534","George Lucas","$5 B","78","United States","Star Wars","Media & Entertainment"
